DATE,WLEMUINDXD
2011-06-21,8.38
2011-06-22,51.7
2011-06-23,5.34
2011-06-24,6.56
2011-06-25,10.47
2011-06-26,34.66
2011-06-27,43.91
2011-06-28,34.54
2011-06-29,107.03
2011-06-30,5.63
2011-07-01,6.87
2011-07-02,11.28
2011-07-03,9.11
2011-07-04,49.33
2011-07-05,29.11
2011-07-06,34.03
2011-07-07,5.7
2011-07-08,7.08
2011-07-09,53.54
2011-07-10,44.48
2011-07-11,55.8
2011-07-12,8.64
2011-07-13,33.22
2011-07-14,28.01
2011-07-15,33.56
2011-07-16,129.97
2011-07-17,9.02
2011-07-18,101.86
2011-07-19,33.31
2011-07-20,19.6
2011-07-21,33.13
2011-07-22,20.39
2011-07-23,220.08
2011-07-24,63.14
2011-07-25,11.41
2011-07-26,153.3
2011-07-27,73.38
2011-07-28,71.29
2011-07-29,192.85
2011-07-30,200.23
2011-07-31,107.25
2011-08-01,136.94
2011-08-02,351.47
2011-08-03,64.49
2011-08-04,197.48
2011-08-05,259.61
2011-08-06,304.64
2011-08-07,419.02
2011-08-08,897.41
2011-08-09,620.37
2011-08-10,388.49
2011-08-11,659.05
2011-08-12,417.71
2011-08-13,605.33
2011-08-14,249.42
2011-08-15,268.71
2011-08-16,220.85
2011-08-17,130.06
2011-08-18,153.98
2011-08-19,136.54
2011-08-20,147.24
2011-08-21,84.66
2011-08-22,150.13
2011-08-23,137.23
2011-08-24,122.94
2011-08-25,273.94
2011-08-26,95.27
2011-08-27,118.45
2011-08-28,57.66
2011-08-29,74.69
2011-08-30,57.09
2011-08-31,105.0
2011-09-01,137.94
2011-09-02,53.06
2011-09-03,37.89
2011-09-04,43.31
2011-09-05,135.92
2011-09-06,179.89
2011-09-07,160.02
2011-09-08,15.21
2011-09-09,31.62
2011-09-10,79.86
2011-09-11,37.56
2011-09-12,154.81
2011-09-13,126.95
2011-09-14,87.64
2011-09-15,32.73
2011-09-16,19.3
2011-09-17,119.66
2011-09-18,24.84
2011-09-19,20.6
2011-09-20,40.63
2011-09-21,100.94
2011-09-22,71.19
2011-09-23,50.46
2011-09-24,64.46
2011-09-25,56.73
2011-09-26,63.45
2011-09-27,77.74
2011-09-28,138.42
2011-09-29,15.54
2011-09-30,38.93
2011-10-01,148.6
2011-10-02,134.02
2011-10-03,209.55
2011-10-04,55.27
2011-10-05,65.98
2011-10-06,31.28
2011-10-07,18.52
2011-10-08,84.7
2011-10-09,33.92
2011-10-10,64.96
2011-10-11,23.51
2011-10-12,83.39
2011-10-13,20.43
2011-10-14,30.73
2011-10-15,64.24
2011-10-16,33.37
2011-10-17,40.62
2011-10-18,44.56
2011-10-19,76.03
2011-10-20,34.81
2011-10-21,17.52
2011-10-22,117.3
2011-10-23,73.72
2011-10-24,55.87
2011-10-25,38.99
2011-10-26,84.14
2011-10-27,89.24
2011-10-28,18.36
2011-10-29,72.73
2011-10-30,31.93
2011-10-31,31.0
2011-11-01,104.84
2011-11-02,58.61
2011-11-03,57.15
2011-11-04,75.24
2011-11-05,8.75
2011-11-06,23.69
2011-11-07,28.8
2011-11-08,43.55
2011-11-09,54.97
2011-11-10,43.94
2011-11-11,67.35
2011-11-12,72.87
2011-11-13,137.64
2011-11-14,47.97
2011-11-15,44.84
2011-11-16,46.53
2011-11-17,32.0
2011-11-18,40.48
2011-11-19,61.34
2011-11-20,69.97
2011-11-21,404.4
2011-11-22,33.66
2011-11-23,44.39
2011-11-24,30.55
2011-11-25,59.52
2011-11-26,138.77
2011-11-27,37.84
2011-11-28,56.65
2011-11-29,70.6
2011-11-30,46.02
2011-12-01,37.27
2011-12-02,20.2
2011-12-03,93.15
2011-12-04,42.75
2011-12-05,21.56
2011-12-06,75.3
2011-12-07,71.66
2011-12-08,71.24
2011-12-09,27.22
2011-12-10,84.44
2011-12-11,53.26
2011-12-12,22.19
2011-12-13,25.62
2011-12-14,39.41
2011-12-15,32.21
2011-12-16,41.16
2011-12-17,42.87
2011-12-18,18.09
2011-12-19,57.21
2011-12-20,35.11
2011-12-21,13.56
2011-12-22,34.32
2011-12-23,38.93
2011-12-24,173.07
2011-12-25,67.91
2011-12-26,98.34
2011-12-27,21.37
2011-12-28,29.81
2011-12-29,51.12
2011-12-30,100.79
2011-12-31,223.59
2012-01-01,64.08
2012-01-02,107.92
2012-01-03,72.18
2012-01-04,13.75
2012-01-05,76.78
2012-01-06,27.62
2012-01-07,126.96
2012-01-08,27.81
2012-01-09,11.49
2012-01-10,59.61
2012-01-11,38.43
2012-01-12,15.71
2012-01-13,33.82
2012-01-14,31.02
2012-01-15,53.15
2012-01-16,34.87
2012-01-17,18.38
2012-01-18,13.2
2012-01-19,21.15
2012-01-20,26.56
2012-01-21,92.4
2012-01-22,36.0
2012-01-23,87.65
2012-01-24,109.3
2012-01-25,26.02
2012-01-26,15.86
2012-01-27,20.62
2012-01-28,72.97
2012-01-29,60.74
2012-01-30,11.74
2012-01-31,43.37
2012-02-01,12.93
2012-02-02,15.41
2012-02-03,20.48
2012-02-04,20.32
2012-02-05,26.51
2012-02-06,11.88
2012-02-07,85.07
2012-02-08,13.02
2012-02-09,20.12
2012-02-10,27.57
2012-02-11,42.04
2012-02-12,17.91
2012-02-13,22.98
2012-02-14,16.93
2012-02-15,6.66
2012-02-16,5.35
2012-02-17,13.71
2012-02-18,30.3
2012-02-19,42.56
2012-02-20,58.15
2012-02-21,34.94
2012-02-22,12.77
2012-02-23,10.54
2012-02-24,26.76
2012-02-25,61.72
2012-02-26,43.34
2012-02-27,45.99
2012-02-28,75.58
2012-02-29,84.35
2012-03-01,10.43
2012-03-02,6.69
2012-03-03,60.28
2012-03-04,8.78
2012-03-05,32.81
2012-03-06,33.54
2012-03-07,13.23
2012-03-08,81.81
2012-03-09,20.74
2012-03-10,42.57
2012-03-11,26.57
2012-03-12,22.8
2012-03-13,8.61
2012-03-14,6.66
2012-03-15,16.45
2012-03-16,49.0
2012-03-17,22.16
2012-03-18,17.95
2012-03-19,23.1
2012-03-20,16.67
2012-03-21,6.74
2012-03-22,10.76
2012-03-23,14.0
2012-03-24,21.63
2012-03-25,152.44
2012-03-26,11.52
2012-03-27,17.15
2012-03-28,6.63
2012-03-29,10.84
2012-03-30,20.68
2012-03-31,43.17
2012-04-01,9.02
2012-04-02,11.68
2012-04-03,76.99
2012-04-04,6.68
2012-04-05,5.44
2012-04-06,64.66
2012-04-07,35.08
2012-04-08,9.4
2012-04-09,24.05
2012-04-10,221.99
2012-04-11,19.66
2012-04-12,16.15
2012-04-13,6.97
2012-04-14,21.4
2012-04-15,17.68
2012-04-16,10.91
2012-04-17,23.95
2012-04-18,87.59
2012-04-19,71.88
2012-04-20,6.65
2012-04-21,73.91
2012-04-22,26.56
2012-04-23,289.11
2012-04-24,42.23
2012-04-25,6.38
2012-04-26,45.75
2012-04-27,27.06
2012-04-28,41.62
2012-04-29,8.86
2012-04-30,45.16
2012-05-01,49.79
2012-05-02,6.45
2012-05-03,21.89
2012-05-04,26.88
2012-05-05,31.2
2012-05-06,44.69
2012-05-07,22.19
2012-05-08,24.91
2012-05-09,32.12
2012-05-10,25.56
2012-05-11,13.78
2012-05-12,41.81
2012-05-13,44.47
2012-05-14,78.99
2012-05-15,98.34
2012-05-16,59.0
2012-05-17,40.89
2012-05-18,28.02
2012-05-19,93.83
2012-05-20,9.03
2012-05-21,11.51
2012-05-22,25.44
2012-05-23,33.3
2012-05-24,15.62
2012-05-25,13.99
2012-05-26,43.26
2012-05-27,9.24
2012-05-28,32.59
2012-05-29,40.36
2012-05-30,20.44
2012-05-31,128.82
2012-06-01,307.89
2012-06-02,260.76
2012-06-03,135.64
2012-06-04,81.54
2012-06-05,8.85
2012-06-06,20.47
2012-06-07,37.72
2012-06-08,7.14
2012-06-09,66.71
2012-06-10,54.37
2012-06-11,82.13
2012-06-12,80.54
2012-06-13,48.46
2012-06-14,39.08
2012-06-15,44.02
2012-06-16,191.15
2012-06-17,37.54
2012-06-18,95.97
2012-06-19,35.99
2012-06-20,40.64
2012-06-21,127.4
2012-06-22,179.6
2012-06-23,33.19
2012-06-24,55.46
2012-06-25,285.88
2012-06-26,116.0
2012-06-27,14.07
2012-06-28,100.03
2012-06-29,64.88
2012-06-30,44.88
2012-07-01,37.83
2012-07-02,22.78
2012-07-03,77.28
2012-07-04,10.49
2012-07-05,129.22
2012-07-06,38.87
2012-07-07,47.85
2012-07-08,29.77
2012-07-09,34.96
2012-07-10,71.32
2012-07-11,34.84
2012-07-12,239.72
2012-07-13,86.8
2012-07-14,34.23
2012-07-15,96.04
2012-07-16,34.85
2012-07-17,26.12
2012-07-18,35.09
2012-07-19,38.75
2012-07-20,14.87
2012-07-21,83.85
2012-07-22,114.89
2012-07-23,121.73
2012-07-24,25.52
2012-07-25,48.62
2012-07-26,76.14
2012-07-27,14.62
2012-07-28,78.8
2012-07-29,67.11
2012-07-30,23.69
2012-07-31,8.98
2012-08-01,34.37
2012-08-02,34.21
2012-08-03,14.71
2012-08-04,102.93
2012-08-05,19.03
2012-08-06,33.31
2012-08-07,36.13
2012-08-08,27.63
2012-08-09,62.2
2012-08-10,7.33
2012-08-11,80.32
2012-08-12,9.54
2012-08-13,61.29
2012-08-14,64.5
2012-08-15,248.44
2012-08-16,5.81
2012-08-17,7.33
2012-08-18,47.1
2012-08-19,18.92
2012-08-20,48.45
2012-08-21,26.33
2012-08-22,6.85
2012-08-23,157.09
2012-08-24,21.65
2012-08-25,33.63
2012-08-26,18.84
2012-08-27,47.92
2012-08-28,8.93
2012-08-29,110.03
2012-08-30,39.27
2012-08-31,36.3
2012-09-01,20.96
2012-09-02,28.57
2012-09-03,144.63
2012-09-04,61.48
2012-09-05,109.59
2012-09-06,16.7
2012-09-07,21.09
2012-09-08,72.59
2012-09-09,46.04
2012-09-10,82.28
2012-09-11,102.02
2012-09-12,176.89
2012-09-13,180.93
2012-09-14,21.2
2012-09-15,100.51
2012-09-16,54.97
2012-09-17,59.05
2012-09-18,80.43
2012-09-19,53.81
2012-09-20,10.94
2012-09-21,14.01
2012-09-22,51.57
2012-09-23,82.98
2012-09-24,23.72
2012-09-25,52.28
2012-09-26,20.78
2012-09-27,22.04
2012-09-28,28.41
2012-09-29,72.2
2012-09-30,18.38
2012-10-01,128.63
2012-10-02,284.15
2012-10-03,40.66
2012-10-04,113.73
2012-10-05,7.01
2012-10-06,90.06
2012-10-07,18.12
2012-10-08,24.54
2012-10-09,60.34
2012-10-10,13.56
2012-10-11,5.38
2012-10-12,6.83
2012-10-13,31.23
2012-10-14,8.93
2012-10-15,47.24
2012-10-16,61.2
2012-10-17,46.38
2012-10-18,37.41
2012-10-19,19.7
2012-10-20,50.96
2012-10-21,17.56
2012-10-22,70.02
2012-10-23,43.85
2012-10-24,13.54
2012-10-25,21.83
2012-10-26,7.0
2012-10-27,51.94
2012-10-28,60.07
2012-10-29,178.68
2012-10-30,45.95
2012-10-31,21.05
2012-11-01,10.88
2012-11-02,34.91
2012-11-03,89.75
2012-11-04,81.16
2012-11-05,307.3
2012-11-06,295.77
2012-11-07,139.71
2012-11-08,22.21
2012-11-09,21.26
2012-11-10,62.21
2012-11-11,36.64
2012-11-12,48.27
2012-11-13,98.17
2012-11-14,81.04
2012-11-15,74.05
2012-11-16,6.91
2012-11-17,86.47
2012-11-18,34.71
2012-11-19,59.38
2012-11-20,8.87
2012-11-21,6.77
2012-11-22,15.96
2012-11-23,35.82
2012-11-24,122.21
2012-11-25,401.59
2012-11-26,153.98
2012-11-27,36.58
2012-11-28,77.08
2012-11-29,158.3
2012-11-30,22.01
2012-12-01,43.93
2012-12-02,28.02
2012-12-03,60.22
2012-12-04,9.13
2012-12-05,20.52
2012-12-06,11.34
2012-12-07,7.17
2012-12-08,56.7
2012-12-09,65.76
2012-12-10,12.12
2012-12-11,55.35
2012-12-12,34.73
2012-12-13,5.85
2012-12-14,22.47
2012-12-15,151.65
2012-12-16,28.58
2012-12-17,11.88
2012-12-18,9.44
2012-12-19,27.9
2012-12-20,73.43
2012-12-21,15.48
2012-12-22,86.75
2012-12-23,63.64
2012-12-24,72.18
2012-12-25,226.67
2012-12-26,46.81
2012-12-27,71.81
2012-12-28,68.49
2012-12-29,323.98
2012-12-30,160.42
2012-12-31,205.1
2013-01-01,191.99
2013-01-02,151.38
2013-01-03,78.61
2013-01-04,15.12
2013-01-05,117.13
2013-01-06,108.72
2013-01-07,49.07
2013-01-08,63.43
2013-01-09,35.12
2013-01-10,11.55
2013-01-11,7.46
2013-01-12,78.3
2013-01-13,19.0
2013-01-14,24.14
2013-01-15,44.85
2013-01-16,55.68
2013-01-17,5.68
2013-01-18,14.79
2013-01-19,32.92
2013-01-20,28.58
2013-01-21,50.56
2013-01-22,47.11
2013-01-23,20.77
2013-01-24,22.73
2013-01-25,14.13
2013-01-26,44.47
2013-01-27,56.31
2013-01-28,49.26
2013-01-29,61.48
2013-01-30,206.48
2013-01-31,50.56
2013-02-01,42.6
2013-02-02,65.16
2013-02-03,94.03
2013-02-04,36.76
2013-02-05,35.49
2013-02-06,33.71
2013-02-07,44.75
2013-02-08,14.04
2013-02-09,10.93
2013-02-10,46.02
2013-02-11,58.62
2013-02-12,8.72
2013-02-13,54.78
2013-02-14,34.5
2013-02-15,14.68
2013-02-16,11.11
2013-02-17,36.65
2013-02-18,111.43
2013-02-19,27.24
2013-02-20,13.58
2013-02-21,38.23
2013-02-22,7.2
2013-02-23,10.76
2013-02-24,18.07
2013-02-25,35.08
2013-02-26,43.21
2013-02-27,33.48
2013-02-28,39.44
2013-03-01,14.06
2013-03-02,90.46
2013-03-03,38.07
2013-03-04,45.62
2013-03-05,59.15
2013-03-06,123.54
2013-03-07,60.4
2013-03-08,64.71
2013-03-09,274.11
2013-03-10,65.84
2013-03-11,71.17
2013-03-12,60.33
2013-03-13,95.48
2013-03-14,133.07
2013-03-15,65.61
2013-03-16,33.7
2013-03-17,47.56
2013-03-18,81.84
2013-03-19,52.74
2013-03-20,62.21
2013-03-21,196.6
2013-03-22,36.54
2013-03-23,11.5
2013-03-24,29.2
2013-03-25,108.19
2013-03-26,45.61
2013-03-27,56.34
2013-03-28,34.81
2013-03-29,30.73
2013-03-30,24.16
2013-03-31,29.59
2013-04-01,74.55
2013-04-02,36.17
2013-04-03,7.03
2013-04-04,34.69
2013-04-05,37.13
2013-04-06,22.74
2013-04-07,19.08
2013-04-08,60.05
2013-04-09,45.24
2013-04-10,48.74
2013-04-11,11.16
2013-04-12,14.96
2013-04-13,11.66
2013-04-14,19.41
2013-04-15,36.49
2013-04-16,8.93
2013-04-17,28.44
2013-04-18,22.41
2013-04-19,7.55
2013-04-20,11.56
2013-04-21,48.06
2013-04-22,12.13
2013-04-23,8.89
2013-04-24,6.91
2013-04-25,5.57
2013-04-26,7.33
2013-04-27,11.22
2013-04-28,48.96
2013-04-29,12.24
2013-04-30,8.92
2013-05-01,6.95
2013-05-02,11.39
2013-05-03,29.62
2013-05-04,34.13
2013-05-05,19.36
2013-05-06,24.11
2013-05-07,8.77
2013-05-08,6.88
2013-05-09,6.08
2013-05-10,7.42
2013-05-11,91.47
2013-05-12,48.87
2013-05-13,49.45
2013-05-14,17.89
2013-05-15,13.85
2013-05-16,6.17
2013-05-17,7.29
2013-05-18,122.95
2013-05-19,48.6
2013-05-20,12.51
2013-05-21,17.85
2013-05-22,77.74
2013-05-23,99.59
2013-05-24,15.34
2013-05-25,11.97
2013-05-26,9.9
2013-05-27,17.61
2013-05-28,10.62
2013-05-29,7.34
2013-05-30,12.73
2013-05-31,15.26
2013-06-01,11.95
2013-06-02,30.35
2013-06-03,37.56
2013-06-04,18.69
2013-06-05,28.8
2013-06-06,12.73
2013-06-07,22.71
2013-06-08,36.35
2013-06-09,29.99
2013-06-10,12.58
2013-06-11,28.73
2013-06-12,58.8
2013-06-13,24.17
2013-06-14,24.42
2013-06-15,37.25
2013-06-16,62.32
2013-06-17,77.72
2013-06-18,56.49
2013-06-19,15.05
2013-06-20,18.46
2013-06-21,62.95
2013-06-22,12.56
2013-06-23,41.33
2013-06-24,12.99
2013-06-25,28.66
2013-06-26,7.56
2013-06-27,12.71
2013-06-28,49.53
2013-06-29,165.79
2013-06-30,53.44
2013-07-01,25.74
2013-07-02,19.67
2013-07-03,7.56
2013-07-04,37.14
2013-07-05,19.0
2013-07-06,40.73
2013-07-07,86.88
2013-07-08,26.84
2013-07-09,9.84
2013-07-10,7.75
2013-07-11,6.39
2013-07-12,8.21
2013-07-13,13.0
2013-07-14,21.25
2013-07-15,13.22
2013-07-16,49.54
2013-07-17,38.53
2013-07-18,6.47
2013-07-19,24.68
2013-07-20,12.89
2013-07-21,21.35
2013-07-22,53.38
2013-07-23,29.64
2013-07-24,15.7
2013-07-25,6.54
2013-07-26,8.39
2013-07-27,12.83
2013-07-28,31.64
2013-07-29,13.43
2013-07-30,50.02
2013-07-31,47.02
2013-08-01,25.69
2013-08-02,16.72
2013-08-03,12.86
2013-08-04,21.1
2013-08-05,26.3
2013-08-06,9.95
2013-08-07,7.76
2013-08-08,6.43
2013-08-09,75.47
2013-08-10,193.22
2013-08-11,63.76
2013-08-12,66.2
2013-08-13,49.39
2013-08-14,46.74
2013-08-15,25.64
2013-08-16,8.37
2013-08-17,12.71
2013-08-18,63.61
2013-08-19,13.28
2013-08-20,29.29
2013-08-21,84.15
2013-08-22,12.67
2013-08-23,8.05
2013-08-24,24.27
2013-08-25,59.29
2013-08-26,112.71
2013-08-27,47.12
2013-08-28,51.17
2013-08-29,49.74
2013-08-30,46.32
2013-08-31,122.62
2013-09-01,40.69
2013-09-02,54.19
2013-09-03,10.5
2013-09-04,21.92
2013-09-05,6.14
2013-09-06,7.63
2013-09-07,64.34
2013-09-08,9.64
2013-09-09,12.11
2013-09-10,92.75
2013-09-11,7.41
2013-09-12,6.04
2013-09-13,7.49
2013-09-14,21.79
2013-09-15,19.91
2013-09-16,98.41
2013-09-17,83.87
2013-09-18,29.54
2013-09-19,42.25
2013-09-20,53.63
2013-09-21,108.15
2013-09-22,78.14
2013-09-23,37.77
2013-09-24,9.31
2013-09-25,86.28
2013-09-26,24.39
2013-09-27,45.2
2013-09-28,10.85
2013-09-29,9.81
2013-09-30,72.64
2013-10-01,36.59
2013-10-02,43.64
2013-10-03,49.1
2013-10-04,95.4
2013-10-05,117.46
2013-10-06,88.94
2013-10-07,24.61
2013-10-08,120.96
2013-10-09,85.06
2013-10-10,112.86
2013-10-11,66.66
2013-10-12,54.32
2013-10-13,128.05
2013-10-14,63.16
2013-10-15,471.18
2013-10-16,307.52
2013-10-17,379.64
2013-10-18,68.22
2013-10-19,44.33
2013-10-20,105.17
2013-10-21,28.66
2013-10-22,55.3
2013-10-23,93.58
2013-10-24,41.55
2013-10-25,45.09
2013-10-26,33.06
2013-10-27,38.21
2013-10-28,48.46
2013-10-29,84.81
2013-10-30,7.11
2013-10-31,29.64
2013-11-01,7.45
2013-11-02,21.41
2013-11-03,28.91
2013-11-04,11.99
2013-11-05,27.73
2013-11-06,71.53
2013-11-07,6.16
2013-11-08,7.43
2013-11-09,43.85
2013-11-10,38.98
2013-11-11,38.24
2013-11-12,10.12
2013-11-13,14.67
2013-11-14,18.36
2013-11-15,62.31
2013-11-16,33.63
2013-11-17,29.51
2013-11-18,24.53
2013-11-19,9.48
2013-11-20,51.34
2013-11-21,31.21
2013-11-22,15.33
2013-11-23,11.72
2013-11-24,128.71
2013-11-25,137.88
2013-11-26,57.52
2013-11-27,43.55
2013-11-28,16.94
2013-11-29,38.45
2013-11-30,12.93
2013-12-01,31.3
2013-12-02,50.46
2013-12-03,9.68
2013-12-04,14.75
2013-12-05,19.39
2013-12-06,7.83
2013-12-07,12.04
2013-12-08,30.24
2013-12-09,25.4
2013-12-10,38.3
2013-12-11,22.25
2013-12-12,18.98
2013-12-13,132.81
2013-12-14,36.13
2013-12-15,20.31
2013-12-16,66.2
2013-12-17,38.51
2013-12-18,60.36
2013-12-19,199.77
2013-12-20,40.21
2013-12-21,24.17
2013-12-22,41.62
2013-12-23,13.16
2013-12-24,11.12
2013-12-25,29.18
2013-12-26,17.41
2013-12-27,37.37
2013-12-28,13.2
2013-12-29,43.95
2013-12-30,53.27
2013-12-31,85.34
2014-01-01,164.06
2014-01-02,32.8
2014-01-03,52.4
2014-01-04,12.78
2014-01-05,137.37
2014-01-06,66.26
2014-01-07,19.72
2014-01-08,83.06
2014-01-09,6.33
2014-01-10,7.76
2014-01-11,11.08
2014-01-12,60.27
2014-01-13,23.87
2014-01-14,8.81
2014-01-15,7.11
2014-01-16,12.5
2014-01-17,15.19
2014-01-18,21.44
2014-01-19,19.12
2014-01-20,12.41
2014-01-21,9.44
2014-01-22,167.6
2014-01-23,85.32
2014-01-24,7.61
2014-01-25,43.54
2014-01-26,28.66
2014-01-27,34.9
2014-01-28,87.24
2014-01-29,43.25
2014-01-30,11.91
2014-01-31,28.96
2014-02-01,10.62
2014-02-02,46.39
2014-02-03,101.47
2014-02-04,17.13
2014-02-05,67.52
2014-02-06,57.62
2014-02-07,7.22
2014-02-08,10.71
2014-02-09,28.93
2014-02-10,23.15
2014-02-11,84.44
2014-02-12,41.26
2014-02-13,24.97
2014-02-14,13.39
2014-02-15,10.28
2014-02-16,9.08
2014-02-17,11.97
2014-02-18,9.28
2014-02-19,28.9
2014-02-20,12.36
2014-02-21,7.61
2014-02-22,22.85
2014-02-23,19.67
2014-02-24,49.14
2014-02-25,9.09
2014-02-26,7.24
2014-02-27,6.14
2014-02-28,7.48
2014-03-01,22.09
2014-03-02,9.31
2014-03-03,36.08
2014-03-04,54.86
2014-03-05,93.71
2014-03-06,90.05
2014-03-07,88.85
2014-03-08,54.68
2014-03-09,56.17
2014-03-10,24.23
2014-03-11,17.47
2014-03-12,21.13
2014-03-13,17.89
2014-03-14,7.46
2014-03-15,55.38
2014-03-16,9.33
2014-03-17,11.87
2014-03-18,8.89
2014-03-19,14.24
2014-03-20,36.26
2014-03-21,38.89
2014-03-22,72.96
2014-03-23,18.65
2014-03-24,12.12
2014-03-25,9.01
2014-03-26,7.17
2014-03-27,6.05
2014-03-28,52.86
2014-03-29,11.19
2014-03-30,9.33
2014-03-31,23.53
2014-04-01,79.94
2014-04-02,7.01
2014-04-03,6.1
2014-04-04,7.42
2014-04-05,11.03
2014-04-06,9.26
2014-04-07,28.66
2014-04-08,28.66
2014-04-09,6.98
2014-04-10,5.83
2014-04-11,7.25
2014-04-12,10.89
2014-04-13,28.6
2014-04-14,11.68
2014-04-15,8.75
2014-04-16,7.18
2014-04-17,17.88
2014-04-18,7.53
2014-04-19,11.21
2014-04-20,18.95
2014-04-21,12.38
2014-04-22,8.9
2014-04-23,6.96
2014-04-24,5.84
2014-04-25,7.35
2014-04-26,11.05
2014-04-27,9.29
2014-04-28,23.58
2014-04-29,35.13
2014-04-30,14.01
2014-05-01,5.91
2014-05-02,71.99
2014-05-03,10.91
2014-05-04,18.97
2014-05-05,11.99
2014-05-06,77.14
2014-05-07,6.92
2014-05-08,5.98
2014-05-09,14.49
2014-05-10,10.7
2014-05-11,8.85
2014-05-12,11.94
2014-05-13,8.87
2014-05-14,7.11
2014-05-15,12.14
2014-05-16,8.72
2014-05-17,107.44
2014-05-18,27.71
2014-05-19,11.74
2014-05-20,8.67
2014-05-21,6.98
2014-05-22,11.71
2014-05-23,14.98
2014-05-24,11.29
2014-05-25,9.52
2014-05-26,17.19
2014-05-27,10.08
2014-05-28,21.91
2014-05-29,12.28
2014-05-30,45.38
2014-05-31,23.26
2014-06-01,9.79
2014-06-02,12.17
2014-06-03,8.83
2014-06-04,7.13
2014-06-05,6.19
2014-06-06,22.93
2014-06-07,11.61
2014-06-08,9.57
2014-06-09,12.47
2014-06-10,9.13
2014-06-11,7.28
2014-06-12,6.15
2014-06-13,15.46
2014-06-14,11.58
2014-06-15,9.75
2014-06-16,12.16
2014-06-17,9.04
2014-06-18,14.72
2014-06-19,68.83
2014-06-20,15.59
2014-06-21,46.33
2014-06-22,39.7
2014-06-23,12.55
2014-06-24,18.66
2014-06-25,7.72
2014-06-26,6.68
2014-06-27,8.24
2014-06-28,12.08
2014-06-29,21.36
2014-06-30,13.15
2014-07-01,10.28
2014-07-02,8.43
2014-07-03,34.65
2014-07-04,11.47
2014-07-05,14.88
2014-07-06,79.07
2014-07-07,13.43
2014-07-08,9.58
2014-07-09,7.79
2014-07-10,6.68
2014-07-11,41.16
2014-07-12,13.13
2014-07-13,21.43
2014-07-14,37.73
2014-07-15,9.74
2014-07-16,15.69
2014-07-17,6.37
2014-07-18,32.77
2014-07-19,115.38
2014-07-20,10.5
2014-07-21,12.58
2014-07-22,9.32
2014-07-23,7.68
2014-07-24,6.42
2014-07-25,8.21
2014-07-26,74.69
2014-07-27,51.76
2014-07-28,12.99
2014-07-29,19.49
2014-07-30,7.88
2014-07-31,32.83
2014-08-01,16.36
2014-08-02,88.61
2014-08-03,62.77
2014-08-04,25.63
2014-08-05,9.58
2014-08-06,7.75
2014-08-07,7.28
2014-08-08,14.68
2014-08-09,13.06
2014-08-10,10.54
2014-08-11,13.07
2014-08-12,9.61
2014-08-13,7.88
2014-08-14,6.35
2014-08-15,8.07
2014-08-16,24.94
2014-08-17,10.37
2014-08-18,12.82
2014-08-19,9.54
2014-08-20,7.78
2014-08-21,6.4
2014-08-22,7.8
2014-08-23,109.03
2014-08-24,29.27
2014-08-25,26.1
2014-08-26,9.46
2014-08-27,7.53
2014-08-28,6.47
2014-08-29,62.76
2014-08-30,11.78
2014-08-31,10.34
2014-09-01,17.75
2014-09-02,10.42
2014-09-03,7.7
2014-09-04,6.47
2014-09-05,7.79
2014-09-06,11.23
2014-09-07,29.71
2014-09-08,12.31
2014-09-09,9.02
2014-09-10,7.25
2014-09-11,12.54
2014-09-12,7.64
2014-09-13,10.97
2014-09-14,9.76
2014-09-15,12.35
2014-09-16,9.04
2014-09-17,28.42
2014-09-18,6.25
2014-09-19,15.03
2014-09-20,98.08
2014-09-21,19.25
2014-09-22,12.05
2014-09-23,79.78
2014-09-24,60.04
2014-09-25,6.23
2014-09-26,7.56
2014-09-27,10.71
2014-09-28,9.85
2014-09-29,12.1
2014-09-30,44.64
2014-10-01,21.84
2014-10-02,19.45
2014-10-03,7.53
2014-10-04,10.98
2014-10-05,9.62
2014-10-06,11.88
2014-10-07,54.57
2014-10-08,7.23
2014-10-09,25.72
2014-10-10,113.77
2014-10-11,32.98
2014-10-12,29.31
2014-10-13,24.56
2014-10-14,9.09
2014-10-15,14.47
2014-10-16,45.37
2014-10-17,83.92
2014-10-18,21.84
2014-10-19,9.69
2014-10-20,11.96
2014-10-21,26.71
2014-10-22,28.07
2014-10-23,6.6
2014-10-24,15.19
2014-10-25,21.61
2014-10-26,27.06
2014-10-27,33.76
2014-10-28,9.0
2014-10-29,21.58
2014-10-30,24.41
2014-10-31,7.5
2014-11-01,10.87
2014-11-02,9.64
2014-11-03,24.16
2014-11-04,9.03
2014-11-05,7.01
2014-11-06,6.2
2014-11-07,7.84
2014-11-08,11.49
2014-11-09,19.7
2014-11-10,11.99
2014-11-11,19.17
2014-11-12,7.68
2014-11-13,12.34
2014-11-14,15.58
2014-11-15,11.45
2014-11-16,29.8
2014-11-17,11.98
2014-11-18,9.24
2014-11-19,7.49
2014-11-20,6.34
2014-11-21,8.0
2014-11-22,11.58
2014-11-23,9.92
2014-11-24,36.39
2014-11-25,18.63
2014-11-26,7.82
2014-11-27,17.74
2014-11-28,9.85
2014-11-29,13.1
2014-11-30,10.73
2014-12-01,12.07
2014-12-02,9.35
2014-12-03,7.59
2014-12-04,12.95
2014-12-05,15.79
2014-12-06,11.85
2014-12-07,20.12
2014-12-08,24.09
2014-12-09,8.98
2014-12-10,14.79
2014-12-11,6.44
2014-12-12,31.89
