DATE,WLEMUINDXD
2014-12-13,11.86
2014-12-14,51.64
2014-12-15,12.13
2014-12-16,9.14
2014-12-17,45.86
2014-12-18,85.59
2014-12-19,15.75
2014-12-20,12.23
2014-12-21,10.61
2014-12-22,12.53
2014-12-23,9.82
2014-12-24,17.29
2014-12-25,11.4
2014-12-26,10.8
2014-12-27,13.85
2014-12-28,32.98
2014-12-29,12.87
2014-12-30,30.1
2014-12-31,101.77
2015-01-01,54.58
2015-01-02,20.38
2015-01-03,65.17
2015-01-04,64.23
2015-01-05,12.53
2015-01-06,9.34
2015-01-07,14.97
2015-01-08,26.03
2015-01-09,7.76
2015-01-10,11.87
2015-01-11,19.88
2015-01-12,11.86
2015-01-13,8.98
2015-01-14,7.2
2015-01-15,12.79
2015-01-16,15.58
2015-01-17,22.76
2015-01-18,28.66
2015-01-19,25.12
2015-01-20,18.38
2015-01-21,57.01
2015-01-22,30.68
2015-01-23,15.4
2015-01-24,34.23
2015-01-25,19.69
2015-01-26,11.86
2015-01-27,45.21
2015-01-28,14.93
2015-01-29,6.4
2015-01-30,115.71
2015-01-31,67.26
2015-02-01,9.71
2015-02-02,12.27
2015-02-03,9.06
2015-02-04,7.33
2015-02-05,12.86
2015-02-06,23.26
2015-02-07,22.89
2015-02-08,29.83
2015-02-09,48.3
2015-02-10,73.17
2015-02-11,58.88
2015-02-12,6.43
2015-02-13,7.96
2015-02-14,22.8
2015-02-15,19.75
2015-02-16,12.26
2015-02-17,9.48
2015-02-18,7.48
2015-02-19,124.64
2015-02-20,7.77
2015-02-21,11.08
2015-02-22,9.52
2015-02-23,11.66
2015-02-24,9.05
2015-02-25,7.2
2015-02-26,6.43
2015-02-27,7.7
2015-02-28,11.29
2015-03-01,9.64
2015-03-02,11.78
2015-03-03,8.99
2015-03-04,7.38
2015-03-05,6.47
2015-03-06,7.73
2015-03-07,11.21
2015-03-08,9.75
2015-03-09,47.28
2015-03-10,8.94
2015-03-11,7.28
2015-03-12,6.36
2015-03-13,7.62
2015-03-14,11.33
2015-03-15,9.6
2015-03-16,11.81
2015-03-17,8.96
2015-03-18,29.26
2015-03-19,19.73
2015-03-20,31.01
2015-03-21,11.59
2015-03-22,48.66
2015-03-23,47.18
2015-03-24,26.92
2015-03-25,14.45
2015-03-26,6.42
2015-03-27,7.54
2015-03-28,88.69
2015-03-29,18.47
2015-03-30,11.96
2015-03-31,9.11
2015-04-01,7.3
2015-04-02,45.55
2015-04-03,39.48
2015-04-04,179.95
2015-04-05,96.8
2015-04-06,49.33
2015-04-07,35.17
2015-04-08,7.23
2015-04-09,6.3
2015-04-10,7.73
2015-04-11,22.34
2015-04-12,28.73
2015-04-13,22.61
2015-04-14,26.3
2015-04-15,14.27
2015-04-16,6.23
2015-04-17,7.64
2015-04-18,22.7
2015-04-19,19.03
2015-04-20,11.31
2015-04-21,8.73
2015-04-22,6.93
2015-04-23,6.29
2015-04-24,7.49
2015-04-25,45.57
2015-04-26,9.72
2015-04-27,11.46
2015-04-28,8.84
2015-04-29,7.28
2015-04-30,19.44
2015-05-01,7.59
2015-05-02,11.36
2015-05-03,38.67
2015-05-04,11.82
2015-05-05,17.85
2015-05-06,14.72
2015-05-07,32.47
2015-05-08,7.88
2015-05-09,70.05
2015-05-10,20.24
2015-05-11,12.2
2015-05-12,9.11
2015-05-13,7.29
2015-05-14,6.48
2015-05-15,7.8
2015-05-16,11.87
2015-05-17,9.84
2015-05-18,12.23
2015-05-19,9.19
2015-05-20,7.36
2015-05-21,13.34
2015-05-22,31.49
2015-05-23,47.47
2015-05-24,10.37
2015-05-25,18.27
2015-05-26,31.73
2015-05-27,7.65
2015-05-28,6.6
2015-05-29,8.0
2015-05-30,11.77
2015-05-31,10.27
2015-06-01,12.5
2015-06-02,9.33
2015-06-03,7.63
2015-06-04,19.77
2015-06-05,81.73
2015-06-06,11.86
2015-06-07,100.92
2015-06-08,12.76
2015-06-09,9.55
2015-06-10,7.65
2015-06-11,7.17
2015-06-12,24.68
2015-06-13,12.41
2015-06-14,10.23
2015-06-15,12.53
2015-06-16,9.63
2015-06-17,7.83
2015-06-18,6.89
2015-06-19,8.38
2015-06-20,12.63
2015-06-21,10.49
2015-06-22,38.87
2015-06-23,48.32
2015-06-24,8.03
2015-06-25,6.98
2015-06-26,16.77
2015-06-27,12.73
2015-06-28,10.76
2015-06-29,12.88
2015-06-30,60.07
2015-07-01,32.88
2015-07-02,7.32
2015-07-03,9.85
2015-07-04,16.51
2015-07-05,11.44
2015-07-06,41.48
2015-07-07,40.91
2015-07-08,122.87
2015-07-09,36.82
2015-07-10,34.35
2015-07-11,135.01
2015-07-12,108.11
2015-07-13,26.25
2015-07-14,39.73
2015-07-15,16.3
2015-07-16,7.27
2015-07-17,17.09
2015-07-18,13.49
2015-07-19,43.17
2015-07-20,27.18
2015-07-21,19.86
2015-07-22,24.43
2015-07-23,7.38
2015-07-24,8.77
2015-07-25,13.22
2015-07-26,10.51
2015-07-27,26.65
2015-07-28,9.99
2015-07-29,16.66
2015-07-30,7.22
2015-07-31,17.11
2015-08-01,13.05
2015-08-02,10.98
2015-08-03,12.87
2015-08-04,200.88
2015-08-05,16.41
2015-08-06,6.99
2015-08-07,8.72
2015-08-08,13.07
2015-08-09,10.86
2015-08-10,13.58
2015-08-11,10.14
2015-08-12,8.33
2015-08-13,43.12
2015-08-14,8.58
2015-08-15,13.33
2015-08-16,44.43
2015-08-17,13.81
2015-08-18,9.97
2015-08-19,7.85
2015-08-20,6.75
2015-08-21,219.0
2015-08-22,114.1
2015-08-23,63.15
2015-08-24,374.86
2015-08-25,716.48
2015-08-26,245.51
2015-08-27,60.31
2015-08-28,154.88
2015-08-29,228.0
2015-08-30,267.08
2015-08-31,74.79
2015-09-01,102.98
2015-09-02,69.27
2015-09-03,59.14
2015-09-04,169.87
2015-09-05,287.77
2015-09-06,124.7
2015-09-07,92.36
2015-09-08,74.75
2015-09-09,106.98
2015-09-10,65.2
2015-09-11,101.94
2015-09-12,113.35
2015-09-13,141.81
2015-09-14,77.41
2015-09-15,10.6
2015-09-16,32.21
2015-09-17,83.16
2015-09-18,70.88
2015-09-19,11.47
2015-09-20,90.83
2015-09-21,63.55
2015-09-22,47.97
2015-09-23,77.41
2015-09-24,44.77
2015-09-25,23.28
2015-09-26,76.9
2015-09-27,58.99
2015-09-28,60.79
2015-09-29,67.08
2015-09-30,45.36
2015-10-01,56.24
2015-10-02,46.42
2015-10-03,66.31
2015-10-04,129.85
2015-10-05,25.21
2015-10-06,37.58
2015-10-07,30.36
2015-10-08,18.86
2015-10-09,15.94
2015-10-10,56.11
2015-10-11,81.63
2015-10-12,13.47
2015-10-13,28.98
2015-10-14,62.33
2015-10-15,20.07
2015-10-16,23.73
2015-10-17,58.78
2015-10-18,61.43
2015-10-19,37.17
2015-10-20,9.15
2015-10-21,15.11
2015-10-22,26.36
2015-10-23,71.71
2015-10-24,135.17
2015-10-25,38.89
2015-10-26,12.32
2015-10-27,9.32
2015-10-28,45.35
2015-10-29,6.77
2015-10-30,23.27
2015-10-31,10.98
2015-11-01,19.6
2015-11-02,49.3
2015-11-03,18.19
2015-11-04,44.54
2015-11-05,6.68
2015-11-06,7.95
2015-11-07,11.26
2015-11-08,9.8
2015-11-09,12.24
2015-11-10,9.67
2015-11-11,15.72
2015-11-12,6.74
2015-11-13,8.03
2015-11-14,11.84
2015-11-15,41.59
2015-11-16,37.99
2015-11-17,18.52
2015-11-18,7.81
2015-11-19,6.69
2015-11-20,64.03
2015-11-21,11.38
2015-11-22,57.55
2015-11-23,12.18
2015-11-24,9.45
2015-11-25,7.66
2015-11-26,9.31
2015-11-27,9.88
2015-11-28,12.89
2015-11-29,10.63
2015-11-30,12.52
2015-12-01,9.75
2015-12-02,7.81
2015-12-03,13.55
2015-12-04,8.26
2015-12-05,23.46
2015-12-06,20.51
2015-12-07,12.14
2015-12-08,9.62
2015-12-09,15.81
2015-12-10,6.75
2015-12-11,25.66
2015-12-12,12.46
2015-12-13,32.21
2015-12-14,27.1
2015-12-15,78.01
2015-12-16,58.09
2015-12-17,56.91
2015-12-18,26.2
2015-12-19,25.56
2015-12-20,67.6
2015-12-21,13.84
2015-12-22,42.63
2015-12-23,8.98
2015-12-24,8.52
2015-12-25,15.33
2015-12-26,16.94
2015-12-27,47.61
2015-12-28,44.06
2015-12-29,55.4
2015-12-30,36.48
2015-12-31,57.65
2016-01-01,80.76
2016-01-02,31.17
2016-01-03,80.79
2016-01-04,26.7
2016-01-05,9.88
2016-01-06,7.95
2016-01-07,21.06
2016-01-08,127.99
2016-01-09,24.23
2016-01-10,123.84
2016-01-11,52.37
2016-01-12,19.54
2016-01-13,47.15
2016-01-14,27.24
2016-01-15,108.08
2016-01-16,235.27
2016-01-17,62.48
2016-01-18,42.69
2016-01-19,101.49
2016-01-20,55.18
2016-01-21,203.34
2016-01-22,75.38
2016-01-23,261.03
2016-01-24,105.33
2016-01-25,65.26
2016-01-26,38.49
2016-01-27,84.7
2016-01-28,21.11
2016-01-29,32.9
2016-01-30,36.17
2016-01-31,131.25
2016-02-01,86.83
2016-02-02,56.56
2016-02-03,51.91
2016-02-04,6.43
2016-02-05,16.06
2016-02-06,23.54
2016-02-07,100.43
2016-02-08,39.74
2016-02-09,9.7
2016-02-10,84.21
2016-02-11,93.13
2016-02-12,64.11
2016-02-13,74.07
2016-02-14,70.5
2016-02-15,55.0
2016-02-16,29.76
2016-02-17,76.65
2016-02-18,77.94
2016-02-19,31.41
2016-02-20,35.29
2016-02-21,78.43
2016-02-22,24.45
2016-02-23,37.63
2016-02-24,22.29
2016-02-25,6.56
2016-02-26,39.26
2016-02-27,11.86
2016-02-28,128.56
2016-02-29,76.71
2016-03-01,28.79
2016-03-02,43.73
2016-03-03,20.41
2016-03-04,36.81
2016-03-05,108.79
2016-03-06,69.5
2016-03-07,9.84
2016-03-08,7.53
2016-03-09,11.21
2016-03-10,5.29
2016-03-11,6.4
2016-03-12,63.47
2016-03-13,18.33
2016-03-14,10.13
2016-03-15,7.49
2016-03-16,11.11
2016-03-17,5.01
2016-03-18,12.79
2016-03-19,10.78
2016-03-20,17.63
2016-03-21,41.02
2016-03-22,60.98
2016-03-23,5.5
2016-03-24,10.13
2016-03-25,6.37
2016-03-26,32.22
2016-03-27,43.85
2016-03-28,19.85
2016-03-29,43.99
2016-03-30,133.45
2016-03-31,10.06
2016-04-01,6.15
2016-04-02,42.74
2016-04-03,35.03
2016-04-04,74.26
2016-04-05,13.5
2016-04-06,5.28
2016-04-07,18.96
2016-04-08,12.22
2016-04-09,10.4
2016-04-10,26.11
2016-04-11,9.15
2016-04-12,13.92
2016-04-13,15.65
2016-04-14,14.06
2016-04-15,5.96
2016-04-16,10.34
2016-04-17,17.59
2016-04-18,17.43
2016-04-19,6.78
2016-04-20,10.84
2016-04-21,14.99
2016-04-22,30.71
2016-04-23,20.28
2016-04-24,16.86
2016-04-25,9.82
2016-04-26,21.62
2016-04-27,52.97
2016-04-28,4.84
2016-04-29,11.53
2016-04-30,9.85
2016-05-01,17.02
2016-05-02,45.45
2016-05-03,14.02
2016-05-04,21.05
2016-05-05,4.97
2016-05-06,6.32
2016-05-07,30.65
2016-05-08,25.19
2016-05-09,8.71
2016-05-10,6.89
2016-05-11,10.58
2016-05-12,14.3
2016-05-13,6.04
2016-05-14,10.19
2016-05-15,17.33
2016-05-16,33.44
2016-05-17,13.55
2016-05-18,5.26
2016-05-19,4.8
2016-05-20,6.19
2016-05-21,71.69
2016-05-22,26.18
2016-05-23,60.32
2016-05-24,7.54
2016-05-25,5.64
2016-05-26,5.05
2016-05-27,6.31
2016-05-28,10.77
2016-05-29,53.4
2016-05-30,15.69
2016-05-31,42.17
2016-06-01,23.1
2016-06-02,5.07
2016-06-03,13.06
2016-06-04,11.06
2016-06-05,126.84
2016-06-06,56.61
2016-06-07,87.61
2016-06-08,23.21
2016-06-09,5.22
2016-06-10,13.26
2016-06-11,44.36
2016-06-12,53.86
2016-06-13,21.08
2016-06-14,36.62
2016-06-15,35.77
2016-06-16,51.13
2016-06-17,34.53
2016-06-18,11.39
2016-06-19,8.97
2016-06-20,82.94
2016-06-21,23.06
2016-06-22,75.9
2016-06-23,92.52
2016-06-24,547.55
2016-06-25,1079.03
2016-06-26,351.52
2016-06-27,250.34
2016-06-28,481.4
2016-06-29,189.42
2016-06-30,126.12
2016-07-01,149.16
2016-07-02,92.47
