Date,Close,High,Low,Open,Volume,Yield_10Y,EMUI,BCI,CEI,EPUI,PMI,Sentiment_Score,Adj_Close,EMA,MACD_Line,MACD_Signal,MACD_Diff,RSI,Stoch_K,Stoch_D,Williams_R,Adj_Close_lag1,EMA_lag1,MACD_Line_lag1,MACD_Signal_lag1,MACD_Diff_lag1,RSI_lag1,Stoch_K_lag1,Stoch_D_lag1,Williams_R_lag1,Yield_10Y_lag1,EMUI_lag1,BCI_lag1,CEI_lag1,EPUI_lag1,PMI_lag1,Sentiment_Score_lag1,Target_Price
2009-06-02,944.73999,949.380005,938.460022,942.869995,5987340000,3.65,23.78,98.38803,70.8,130.93348,84.7459,0.996507,944.73999,903.832161,16.759522,14.912409,1.847113,64.359488,93.412813,91.445306,-6.587187,942.869995,899.526074,14.923286,14.450631,0.472655,63.993915,92.880977,78.454638,-7.119023,3.71,31.41,98.38803,70.8,130.93348,84.7459,-0.997182,944.73999
2009-06-03,931.76001,942.51001,923.849976,942.51001,5323770000,3.56,44.07,98.38803,70.8,130.93348,84.7459,-0.996559,931.76001,906.491956,16.971736,15.324275,1.647462,59.819456,74.985811,87.093201,-25.014189,944.73999,903.832161,16.759522,14.912409,1.847113,64.359488,93.412813,91.445306,-6.587187,3.65,23.78,98.38803,70.8,130.93348,84.7459,0.996507,931.76001
2009-06-04,942.460022,942.469971,929.320007,932.48999,5352890000,3.72,17.06,98.38803,70.8,130.93348,84.7459,-0.995995,942.460022,909.917486,17.798153,15.819051,1.979103,62.187432,90.176061,86.191562,-9.823939,931.76001,906.491956,16.971736,15.324275,1.647462,59.819456,74.985811,87.093201,-25.014189,3.56,44.07,98.38803,70.8,130.93348,84.7459,-0.996559,942.460022
2009-06-05,940.090027,951.690002,934.130005,945.669983,5277910000,3.84,35.18,98.38803,70.8,130.93348,84.7459,-0.998698,940.090027,912.791062,18.053744,16.265989,1.787755,61.325349,83.906808,83.022893,-16.093192,942.460022,909.917486,17.798153,15.819051,1.979103,62.187432,90.176061,86.191562,-9.823939,3.72,17.06,98.38803,70.8,130.93348,84.7459,-0.995995,940.090027
2009-06-08,939.140015,946.330017,926.440002,938.119995,4483430000,3.91,10.54,98.38803,70.8,130.93348,84.7459,-0.856858,939.140015,915.300486,17.972467,16.607285,1.365183,60.960543,82.588811,85.557227,-17.411189,940.090027,912.791062,18.053744,16.265989,1.787755,61.325349,83.906808,83.022893,-16.093192,3.84,35.18,98.38803,70.8,130.93348,84.7459,-0.998698,939.140015
2009-06-09,942.429993,946.919983,936.150024,940.349976,4439950000,3.86,8.11,98.38803,70.8,130.93348,84.7459,-0.993732,942.429993,917.884248,17.966423,16.879113,1.087311,61.807857,87.153153,84.549591,-12.846847,939.140015,915.300486,17.972467,16.607285,1.365183,60.960543,82.588811,85.557227,-17.411189,3.91,10.54,98.38803,70.8,130.93348,84.7459,-0.856858,942.429993
2009-06-10,939.150024,949.77002,927.969971,942.72998,5379420000,3.98,21.51,98.38803,70.8,130.93348,84.7459,-0.872789,939.150024,919.90956,17.495293,17.002349,0.492944,60.400378,82.602698,84.114887,-17.397302,942.429993,917.884248,17.966423,16.879113,1.087311,61.807857,87.153153,84.549591,-12.846847,3.86,8.11,98.38803,70.8,130.93348,84.7459,-0.993732,939.150024
2009-06-11,944.890015,956.22998,939.039978,939.039978,5500840000,3.88,17.29,98.38803,70.8,130.93348,84.7459,-0.957598,944.890015,922.288651,17.384687,17.078816,0.305871,62.029921,84.833527,84.863126,-15.166473,939.150024,919.90956,17.495293,17.002349,0.492944,60.400378,82.602698,84.114887,-17.397302,3.98,21.51,98.38803,70.8,130.93348,84.7459,-0.872789,944.890015
2009-06-12,946.210022,946.299988,935.659973,943.440002,4528120000,3.81,14.12,98.38803,70.8,130.93348,84.7459,-0.998094,946.210022,924.566877,17.205215,17.104096,0.101119,62.412978,86.598951,84.678392,-13.401049,944.890015,922.288651,17.384687,17.078816,0.305871,62.029921,84.833527,84.863126,-15.166473,3.88,17.29,98.38803,70.8,130.93348,84.7459,-0.957598,946.210022
2009-06-15,923.719971,942.450012,919.650024,942.450012,4697880000,3.76,21.36,98.38803,70.8,130.93348,84.7459,0.901493,923.719971,924.486219,15.074453,16.698167,-1.623714,52.664481,52.630034,74.687504,-47.369966,946.210022,924.566877,17.205215,17.104096,0.101119,62.412978,86.598951,84.678392,-13.401049,3.81,14.12,98.38803,70.8,130.93348,84.7459,-0.998094,923.719971
2009-06-16,911.969971,928.0,911.599976,925.599976,4951200000,3.67,17.02,98.38803,70.8,130.93348,84.7459,-0.993041,911.969971,923.294196,12.295942,15.817722,-3.52178,48.410149,35.509243,58.246076,-64.490757,923.719971,924.486219,15.074453,16.698167,-1.623714,52.664481,52.630034,74.687504,-47.369966,3.76,21.36,98.38803,70.8,130.93348,84.7459,0.901493,911.969971
2009-06-17,910.710022,918.440002,903.780029,911.890015,5523650000,3.68,25.92,98.38803,70.8,130.93348,84.7459,-0.998038,910.710022,922.095703,9.878413,14.62986,-4.751448,47.962728,13.575141,33.904806,-86.424859,911.969971,923.294196,12.295942,15.817722,-3.52178,48.410149,35.509243,58.246076,-64.490757,3.67,17.02,98.38803,70.8,130.93348,84.7459,-0.993041,910.710022
2009-06-18,918.369995,921.929993,907.940002,910.859985,4684010000,3.86,39.51,98.38803,70.8,130.93348,84.7459,-0.994584,918.369995,921.740874,8.482815,13.400451,-4.917637,50.931923,27.816929,25.633771,-72.183071,910.710022,922.095703,9.878413,14.62986,-4.751448,47.962728,13.575141,33.904806,-86.424859,3.68,25.92,98.38803,70.8,130.93348,84.7459,-0.998038,918.369995
2009-06-19,921.22998,927.090027,915.799988,919.960022,5713390000,3.79,7.25,98.38803,70.8,130.93348,84.7459,0.714056,921.22998,921.692217,7.520874,12.224536,-4.703662,52.032431,33.269719,24.887263,-66.730281,918.369995,921.740874,8.482815,13.400451,-4.917637,50.931923,27.816929,25.633771,-72.183071,3.86,39.51,98.38803,70.8,130.93348,84.7459,-0.994584,921.22998
2009-06-22,893.039978,918.130005,893.039978,918.130005,4903940000,3.72,122.02,98.38803,70.8,130.93348,84.7459,-0.998729,893.039978,918.963432,4.432734,10.666175,-6.233442,42.02695,0.0,20.362216,-100.0,921.22998,921.692217,7.520874,12.224536,-4.703662,52.032431,33.269719,24.887263,-66.730281,3.79,7.25,98.38803,70.8,130.93348,84.7459,0.714056,893.039978
2009-06-23,895.099976,898.690002,888.859985,893.460022,5071020000,3.65,16.51,98.38803,70.8,130.93348,84.7459,-0.822559,895.099976,916.690722,2.127066,8.958353,-6.831288,42.891168,9.262269,14.177329,-90.737731,893.039978,918.963432,4.432734,10.666175,-6.233442,42.02695,0.0,20.362216,-100.0,3.72,122.02,98.38803,70.8,130.93348,84.7459,-0.998729,895.099976
2009-06-24,900.940002,910.849976,896.309998,896.309998,4636720000,3.72,13.21,98.38803,70.8,130.93348,84.7459,-0.996706,900.940002,915.190654,0.762261,7.319135,-6.556874,45.377185,17.930856,9.064375,-82.069144,895.099976,916.690722,2.127066,8.958353,-6.831288,42.891168,9.262269,14.177329,-90.737731,3.65,16.51,98.38803,70.8,130.93348,84.7459,-0.822559,900.940002
2009-06-25,920.26001,921.419983,896.27002,899.450012,4911240000,3.55,17.95,98.38803,70.8,130.93348,84.7459,-0.997285,920.26001,915.673449,1.225481,6.100404,-4.874924,52.71112,46.608322,24.600483,-53.391678,900.940002,915.190654,0.762261,7.319135,-6.556874,45.377185,17.930856,9.064375,-82.069144,3.72,13.21,98.38803,70.8,130.93348,84.7459,-0.996706,920.26001
2009-06-26,918.900024,922.0,913.030029,918.840027,6076660000,3.52,131.86,98.38803,70.8,130.93348,84.7459,-0.986886,918.900024,915.980742,1.465947,5.173513,-3.707566,52.180017,44.589641,36.376273,-55.410359,920.26001,915.673449,1.225481,6.100404,-4.874924,52.71112,46.608322,24.600483,-53.391678,3.55,17.95,98.38803,70.8,130.93348,84.7459,-0.997285,918.900024
2009-06-29,927.22998,927.98999,916.179993,919.859985,4211760000,3.51,34.08,98.38803,70.8,130.93348,84.7459,-0.990371,927.22998,917.052098,2.302139,4.599238,-2.297099,55.160138,56.954131,49.384031,-43.045869,918.900024,915.980742,1.465947,5.173513,-3.707566,52.180017,44.589641,36.376273,-55.410359,3.52,131.86,98.38803,70.8,130.93348,84.7459,-0.986886,927.22998
2009-06-30,919.320007,930.01001,912.859985,927.150024,4627570000,3.53,66.72,98.38803,70.8,130.93348,84.7459,-0.981872,919.320007,917.26809,2.300045,4.139399,-1.839355,51.855411,45.213039,48.918937,-54.786961,927.22998,917.052098,2.302139,4.599238,-2.297099,55.160138,56.954131,49.384031,-43.045869,3.51,34.08,98.38803,70.8,130.93348,84.7459,-0.990371,919.320007
2009-07-01,923.330017,931.919983,920.820007,920.820007,3919400000,3.55,6.63,99.07358,66.0,126.28215,85.7027,-0.948831,923.330017,917.845416,2.59208,3.829935,-1.237856,53.380289,60.010498,54.059223,-39.989502,919.320007,917.26809,2.300045,4.139399,-1.839355,51.855411,45.213039,48.918937,-54.786961,3.53,66.72,98.38803,70.8,130.93348,84.7459,-0.981872,923.330017
2009-07-02,896.419983,921.23999,896.419983,921.23999,3931000000,3.51,6.05,99.07358,66.0,126.28215,85.7027,-0.994339,896.419983,915.804899,0.644673,3.192883,-2.54821,43.437545,14.107098,39.776878,-85.892902,923.330017,917.845416,2.59208,3.829935,-1.237856,53.380289,60.010498,54.059223,-39.989502,3.55,6.63,99.07358,66.0,126.28215,85.7027,-0.948831,896.419983
2009-07-06,898.719971,898.719971,886.359985,894.27002,4712580000,3.52,11.38,99.07358,66.0,126.28215,85.7027,-0.994666,898.719971,914.177763,-0.704945,2.413317,-3.118262,44.390927,27.12903,33.748875,-72.87097,896.419983,915.804899,0.644673,3.192883,-2.54821,43.437545,14.107098,39.776878,-85.892902,3.51,6.05,99.07358,66.0,126.28215,85.7027,-0.994339,898.719971
2009-07-07,881.030029,898.599976,879.929993,898.599976,4673300000,3.47,85.81,99.07358,66.0,126.28215,85.7027,-0.998396,881.030029,911.020836,-3.165468,1.29756,-4.463028,38.95265,2.115862,14.450663,-97.884138,898.719971,914.177763,-0.704945,2.413317,-3.118262,44.390927,27.12903,33.748875,-72.87097,3.52,11.38,99.07358,66.0,126.28215,85.7027,-0.994666,881.030029
2009-07-08,879.559998,886.799988,869.320007,881.900024,5721780000,3.33,27.83,99.07358,66.0,126.28215,85.7027,-0.995445,879.559998,908.024565,-5.174421,0.003164,-5.177585,38.530222,16.357818,15.200903,-83.642182,881.030029,911.020836,-3.165468,1.29756,-4.463028,38.95265,2.115862,14.450663,-97.884138,3.47,85.81,99.07358,66.0,126.28215,85.7027,-0.998396,879.559998
2009-07-09,882.679993,887.859985,878.450012,881.280029,4347170000,3.44,88.64,99.07358,66.0,126.28215,85.7027,-0.996325,882.679993,905.610797,-6.440532,-1.285575,-5.154957,40.017035,21.341838,13.27184,-78.658162,879.559998,908.024565,-5.174421,0.003164,-5.177585,38.530222,16.357818,15.200903,-83.642182,3.33,27.83,99.07358,66.0,126.28215,85.7027,-0.995445,882.679993
2009-07-10,879.130005,883.570007,872.809998,880.030029,3912080000,3.32,14.95,99.07358,66.0,126.28215,85.7027,-0.997573,879.130005,903.088816,-7.642292,-2.556919,-5.085374,38.86514,15.670929,17.790195,-84.329071,882.679993,905.610797,-6.440532,-1.285575,-5.154957,40.017035,21.341838,13.27184,-78.658162,3.44,88.64,99.07358,66.0,126.28215,85.7027,-0.996325,879.130005
2009-07-13,901.049988,901.049988,875.320007,879.570007,4499440000,3.38,20.53,99.07358,66.0,126.28215,85.7027,-0.994744,901.049988,902.894642,-6.748148,-3.395164,-3.352984,48.686989,50.68689,29.233219,-49.31311,879.130005,903.088816,-7.642292,-2.556919,-5.085374,38.86514,15.670929,17.790195,-84.329071,3.32,14.95,99.07358,66.0,126.28215,85.7027,-0.997573,901.049988
2009-07-14,905.840027,905.840027,896.5,900.77002,4149030000,3.5,16.71,99.07358,66.0,126.28215,85.7027,-0.998418,905.840027,903.175155,-5.588594,-3.83385,-1.754744,50.556371,58.338712,41.56551,-41.661288,901.049988,902.894642,-6.748148,-3.395164,-3.352984,48.686989,50.68689,29.233219,-49.31311,3.38,20.53,99.07358,66.0,126.28215,85.7027,-0.994744,905.840027
2009-07-15,932.679993,933.950012,910.150024,910.150024,5238830000,3.63,27.42,99.07358,66.0,126.28215,85.7027,0.972535,932.679993,905.98514,-2.475345,-3.562149,1.086805,59.466977,98.034938,69.02018,-1.965062,905.840027,903.175155,-5.588594,-3.83385,-1.754744,50.556371,58.338712,41.56551,-41.661288,3.5,16.71,99.07358,66.0,126.28215,85.7027,-0.998418,932.679993
2009-07-16,940.73999,943.960022,927.450012,930.169983,4898640000,3.59,12.08,99.07358,66.0,126.28215,85.7027,-0.993857,940.73999,909.295125,0.634983,-2.722723,3.357706,61.699224,95.685918,84.019856,-4.314082,932.679993,905.98514,-2.475345,-3.562149,1.086805,59.466977,98.034938,69.02018,-1.965062,3.63,27.42,99.07358,66.0,126.28215,85.7027,0.972535,940.73999
2009-07-17,940.380005,941.890015,934.650024,940.559998,5141380000,3.67,14.92,99.07358,66.0,126.28215,85.7027,-0.996445,940.380005,912.25559,3.035896,-1.570999,4.606895,61.53622,95.203622,96.308159,-4.796378,940.73999,909.295125,0.634983,-2.722723,3.357706,61.699224,95.685918,84.019856,-4.314082,3.59,12.08,99.07358,66.0,126.28215,85.7027,-0.993857,940.380005
2009-07-20,951.130005,951.619995,940.98999,942.070007,4853150000,3.61,32.25,99.07358,66.0,126.28215,85.7027,-0.994579,951.130005,915.957915,5.739907,-0.108818,5.848724,64.548285,99.404629,96.764723,-0.595371,940.380005,912.25559,3.035896,-1.570999,4.606895,61.53622,95.203622,96.308159,-4.796378,3.67,14.92,99.07358,66.0,126.28215,85.7027,-0.996445,951.130005
2009-07-21,954.580017,956.530029,943.219971,951.969971,5309300000,3.5,54.65,99.07358,66.0,126.28215,85.7027,0.983682,954.580017,919.636211,8.068236,1.526593,6.541643,65.482504,97.764004,97.457419,-2.235996,951.130005,915.957915,5.739907,-0.108818,5.848724,64.548285,99.404629,96.764723,-0.595371,3.61,32.25,99.07358,66.0,126.28215,85.7027,-0.994579,954.580017
